"tournament","date","Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","GRB%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"LTA South 2025 Split 1","2025-02-01","FURIA",5,3,2,29.9,66,43,1.53,0.73,0.8,"2.6%",63.6,-3.6,939,"20%","80%","80%",4.2,"80%","73%","80%","62%",,"60%","80%","50.0%","50.8%",2.98,1.13,1.32
"LTA South 2025 Split 1","2025-02-01","Isurus Estral",3,2,1,30.4,33,31,1.06,0.7,0.31,"3.2%",51.5,15.1,-111,"67%","33%","33%",4.3,"33%","39%","33%","62%",,"33%","33%","51.0%","54.0%",3.07,1.32,1.42
"LTA South 2025 Split 1","2025-02-01","Leviatan",3,2,1,28.6,44,40,1.1,0.98,0.12,"0.1%",55.5,11.2,-225,"67%","67%","67%",3.3,"67%","56%","100%","64%",,"67%","100%","49.5%","49.5%",3.88,1.59,1.36
"LTA South 2025 Split 1","2025-02-01","LOUD",6,3,3,35.8,89,88,1.01,0.82,-0.46,"-2.2%",40,10,-556,"33%","67%","17%",3.3,"17%","58%","17%","45%","0%","50%","44%","48.4%","50.2%",3.47,1.32,1.5
"LTA South 2025 Split 1","2025-02-01","paiN Gaming",3,2,1,34.6,47,36,1.31,0.8,1.33,"5.0%",69.8,-3.1,1025,"100%","67%","100%",4,"100%","61%","67%","73%",,"67%","75%","51.1%","53.8%",3.67,1.4,1.67
"LTA South 2025 Split 1","2025-02-01","RED Canids",2,2,0,34.4,39,24,1.63,0.92,1.93,"10.2%",78.8,21.2,2277,"100%","100%","100%",8,"100%","67%","50%","80%",,"100%","100%","51.1%","58.2%",3.03,1.09,1.61
"LTA South 2025 Split 1","2025-02-01","Vivo Keyd Stars",6,2,4,32.8,80,97,0.82,0.9,-0.25,"-0.4%",47.4,-14.1,156,"33%","17%","50%",2.3,"50%","33%","50%","36%","100%","17%","29%","51.3%","48.1%",2.99,1.15,1.7
"LTA South 2025 Split 1","2025-02-02","Fluxo W7M",4,0,4,31.7,34,75,0.45,0.85,-2.21,"-10.8%",17.5,-17.5,-2229,"50%","0%","0%",2,"0%","21%","25%","11%",,"0%","0%","48.7%","41.9%",3.43,1.36,1.23
"LTA South 2025 Split 1","2025-02-02","FURIA",5,3,2,29.9,66,43,1.53,0.73,0.8,"2.6%",63.6,-3.6,939,"20%","80%","80%",4.2,"80%","73%","80%","62%",,"60%","80%","50.0%","50.8%",2.98,1.13,1.32
"LTA South 2025 Split 1","2025-02-02","Isurus Estral",7,5,2,33.8,100,93,1.08,0.82,0.35,"6.6%",46.5,24.9,-117,"57%","57%","57%",4.6,"57%","45%","43%","55%","50%","57%","67%","51.0%","54.3%",3.17,1.34,1.42
"LTA South 2025 Split 1","2025-02-02","Leviatan",7,4,3,33.6,114,106,1.08,0.94,0.12,"-0.5%",56.5,0.6,125,"71%","43%","71%",4.1,"71%","62%","57%","46%",,"43%","33%","49.8%","48.1%",3.68,1.5,1.41
"LTA South 2025 Split 1","2025-02-02","LOUD",6,3,3,35.8,89,88,1.01,0.82,-0.46,"-2.2%",40,10,-556,"33%","67%","17%",3.3,"17%","58%","17%","45%","0%","50%","44%","48.4%","50.2%",3.47,1.32,1.5
"LTA South 2025 Split 1","2025-02-02","paiN Gaming",6,3,3,36.8,96,98,0.98,0.88,0.59,"1.2%",58.1,-8.1,572,"67%","67%","67%",4.7,"67%","50%","67%","66%",,"67%","80%","50.4%","53.1%",3.56,1.31,1.8
"LTA South 2025 Split 1","2025-02-02","RED Canids",5,3,2,36.4,93,75,1.24,0.92,0.37,"-1.1%",63.6,-3.6,626,"60%","60%","40%",4.6,"40%","50%","60%","70%","50%","40%","43%","49.7%","50.5%",2.95,1.1,1.48
"LTA South 2025 Split 1","2025-02-02","Vivo Keyd Stars",6,2,4,32.8,80,97,0.82,0.9,-0.25,"-0.4%",47.4,-14.1,156,"33%","17%","50%",2.3,"50%","33%","50%","36%","100%","17%","29%","51.3%","48.1%",2.99,1.15,1.7
"LTA South 2025 Split 1","2025-02-09","Fluxo W7M",4,0,4,31.7,34,75,0.45,0.85,-2.21,"-10.8%",17.5,-17.5,-2229,"50%","0%","0%",2,"0%","21%","25%","11%",,"0%","0%","48.7%","41.9%",3.43,1.36,1.23
"LTA South 2025 Split 1","2025-02-09","FURIA",8,4,4,31.1,96,79,1.22,0.7,0.72,"1.5%",61.3,-11.3,628,"50%","88%","88%",4.6,"75%","56%","75%","59%","0%","50%","56%","50.1%","51.6%",3.14,1.24,1.52
"LTA South 2025 Split 1","2025-02-09","Isurus Estral",7,5,2,33.8,100,93,1.08,0.82,0.35,"6.6%",46.5,24.9,-117,"57%","57%","57%",4.6,"57%","45%","43%","55%","50%","57%","67%","51.0%","54.3%",3.17,1.34,1.42
"LTA South 2025 Split 1","2025-02-09","Leviatan",7,4,3,33.6,114,106,1.08,0.94,0.12,"-0.5%",56.5,0.6,125,"71%","43%","71%",4.1,"71%","62%","57%","46%",,"43%","33%","49.8%","48.1%",3.68,1.5,1.41
"LTA South 2025 Split 1","2025-02-09","LOUD",10,6,4,38.1,158,136,1.16,0.77,0.4,"2.3%",50.6,9.4,163,"60%","60%","40%",3.9,"40%","62%","20%","48%","33%","70%","69%","49.4%","50.4%",3.4,1.31,1.62
"LTA South 2025 Split 1","2025-02-09","paiN Gaming",10,5,5,36.7,144,152,0.95,0.81,-0.04,"-0.1%",51.1,-1.1,257,"40%","50%","40%",4.6,"50%","57%","60%","57%","50%","60%","69%","50.2%","51.0%",3.65,1.33,1.7
"LTA South 2025 Split 1","2025-02-09","RED Canids",8,4,4,37.5,129,120,1.08,0.83,-0.33,"-4.1%",52.1,-2.1,-162,"38%","50%","38%",4.6,"38%","42%","63%","62%","67%","25%","25%","49.2%","50.0%",3.14,1.15,1.44
"LTA South 2025 Split 1","2025-02-09","Vivo Keyd Stars",6,2,4,32.8,80,97,0.82,0.9,-0.25,"-0.4%",47.4,-14.1,156,"33%","17%","50%",2.3,"50%","33%","50%","36%","100%","17%","29%","51.3%","48.1%",2.99,1.15,1.7
"LCP 2025 Season Kickoff","2025-01-17","CTBC Flying Oyster",3,2,1,36.4,45,37,1.22,0.74,0.97,"3.4%",62.2,4.5,436,"67%","67%","100%",5.7,"67%","44%","67%","60%",,"33%","33%","50.7%","51.7%",3.66,1.39,1.65
"LCP 2025 Season Kickoff","2025-01-17","Fukuoka SoftBank HAWKS gaming",3,1,2,30.8,31,48,0.65,0.85,-1.21,"-12.6%",43.2,-9.9,-410,"33%","0%","33%",3,"67%","65%","0%","33%",,"33%","33%","48.4%","42.1%",3.13,1.39,1.24
"LCP 2025 Season Kickoff","2025-01-17","GAM Esports",3,2,1,30.8,48,31,1.55,0.85,1.21,"12.6%",56.8,9.9,410,"67%","100%","67%",4.7,"33%","35%","100%","67%",,"67%","67%","51.6%","57.9%",3.48,1.34,1.41
"LCP 2025 Season Kickoff","2025-01-17","MGN Vikings Esports",3,1,2,36.4,36,45,0.8,0.74,-0.97,"-3.4%",37.8,-4.5,-436,"33%","33%","0%",4.3,"33%","56%","33%","40%",,"33%","67%","49.3%","48.3%",3.58,1.2,1.58
"LCP 2025 Season Kickoff","2025-01-18","Chiefs Esports Club",2,0,2,26.2,5,26,0.19,0.59,-2.29,"-10.7%",23,-23,-1905,"0%","0%","0%",2,"0%","25%","50%","25%",,"0%","0%","47.5%","50.3%",3.05,1.16,1.26
"LCP 2025 Season Kickoff","2025-01-18","CTBC Flying Oyster",3,2,1,36.4,45,37,1.22,0.74,0.97,"3.4%",62.2,4.5,436,"67%","67%","100%",5.7,"67%","44%","67%","60%",,"33%","33%","50.7%","51.7%",3.66,1.39,1.65
"LCP 2025 Season Kickoff","2025-01-18","DetonatioN FocusMe",2,0,2,32.3,16,47,0.34,0.97,-3.21,"-9.5%",13.8,-13.8,-2300,"0%","0%","0%",4,"0%","42%","50%","25%",,"50%","33%","49.2%","46.7%",2.72,1.2,1.38
"LCP 2025 Season Kickoff","2025-01-18","Fukuoka SoftBank HAWKS gaming",3,1,2,30.8,31,48,0.65,0.85,-1.21,"-12.6%",43.2,-9.9,-410,"33%","0%","33%",3,"67%","65%","0%","33%",,"33%","33%","48.4%","42.1%",3.13,1.39,1.24
"LCP 2025 Season Kickoff","2025-01-18","GAM Esports",3,2,1,30.8,48,31,1.55,0.85,1.21,"12.6%",56.8,9.9,410,"67%","100%","67%",4.7,"33%","35%","100%","67%",,"67%","67%","51.6%","57.9%",3.48,1.34,1.41
"LCP 2025 Season Kickoff","2025-01-18","MGN Vikings Esports",3,1,2,36.4,36,45,0.8,0.74,-0.97,"-3.4%",37.8,-4.5,-436,"33%","33%","0%",4.3,"33%","56%","33%","40%",,"33%","67%","49.3%","48.3%",3.58,1.2,1.58
"LCP 2025 Season Kickoff","2025-01-18","TALON",2,2,0,26.2,26,5,5.2,0.59,2.29,"10.7%",77,23,1905,"100%","100%","100%",4.5,"100%","75%","50%","75%",,"50%","100%","52.5%","49.7%",3.47,1.39,1.55
"LCP 2025 Season Kickoff","2025-01-18","Team Secret Whales",2,2,0,32.3,47,16,2.94,0.97,3.21,"9.5%",86.2,13.8,2300,"100%","100%","100%",5,"100%","58%","50%","75%",,"50%","67%","50.8%","53.3%",3.41,1.44,1.21
"LCP 2025 Season Kickoff","2025-01-19","Chiefs Esports Club",2,0,2,26.2,5,26,0.19,0.59,-2.29,"-10.7%",23,-23,-1905,"0%","0%","0%",2,"0%","25%","50%","25%",,"0%","0%","47.5%","50.3%",3.05,1.16,1.26
"LCP 2025 Season Kickoff","2025-01-19","CTBC Flying Oyster",5,4,1,31.9,76,49,1.55,0.78,1.35,"8.0%",69.5,10.5,1395,"40%","80%","100%",6.4,"60%","50%","60%","67%",,"20%","33%","51.2%","54.1%",3.38,1.3,1.51
"LCP 2025 Season Kickoff","2025-01-19","DetonatioN FocusMe",2,0,2,32.3,16,47,0.34,0.97,-3.21,"-9.5%",13.8,-13.8,-2300,"0%","0%","0%",4,"0%","42%","50%","25%",,"50%","33%","49.2%","46.7%",2.72,1.2,1.38
"LCP 2025 Season Kickoff","2025-01-19","Fukuoka SoftBank HAWKS gaming",5,1,4,28.5,43,79,0.54,0.86,-1.55,"-13.5%",33.7,-13.7,-1379,"60%","0%","20%",1.8,"60%","55%","20%","28%",,"20%","33%","48.3%","42.2%",3.03,1.35,1.26
"LCP 2025 Season Kickoff","2025-01-19","GAM Esports",5,2,3,34.5,65,72,0.9,0.8,-0.42,"3.6%",45.6,-5.6,-574,"60%","80%","40%",3.6,"60%","41%","100%","52%","0%","80%","57%","50.5%","52.7%",3.58,1.41,1.48
"LCP 2025 Season Kickoff","2025-01-19","MGN Vikings Esports",5,3,2,37.8,77,62,1.24,0.74,0.41,"1.9%",51.1,8.9,558,"40%","40%","40%",4.8,"20%","53%","20%","50%","100%","20%","57%","50.0%","51.0%",3.92,1.36,1.78
"LCP 2025 Season Kickoff","2025-01-19","TALON",2,2,0,26.2,26,5,5.2,0.59,2.29,"10.7%",77,23,1905,"100%","100%","100%",4.5,"100%","75%","50%","75%",,"50%","100%","52.5%","49.7%",3.47,1.39,1.55
"LCP 2025 Season Kickoff","2025-01-19","Team Secret Whales",2,2,0,32.3,47,16,2.94,0.97,3.21,"9.5%",86.2,13.8,2300,"100%","100%","100%",5,"100%","58%","50%","75%",,"50%","67%","50.8%","53.3%",3.41,1.44,1.21
"LCP 2025 Season Kickoff","2025-01-24","Chiefs Esports Club",5,1,4,30.5,42,93,0.45,0.89,-1.93,"-12.4%",27.7,-7.7,-1489,"40%","20%","0%",3.2,"20%","50%","40%","43%",,"20%","33%","48.5%","47.8%",3.09,1.15,1.19
"LCP 2025 Season Kickoff","2025-01-24","CTBC Flying Oyster",5,4,1,31.9,76,49,1.55,0.78,1.35,"8.0%",69.5,10.5,1395,"40%","80%","100%",6.4,"60%","50%","60%","67%",,"20%","33%","51.2%","54.1%",3.38,1.3,1.51
"LCP 2025 Season Kickoff","2025-01-24","DetonatioN FocusMe",5,2,3,32.9,83,84,0.99,1.01,-0.21,"4.3%",47,-7,-193,"20%","40%","60%",4.4,"40%","37%","60%","39%",,"60%","50%","50.2%","51.0%",2.83,1.32,1.43
"LCP 2025 Season Kickoff","2025-01-24","Fukuoka SoftBank HAWKS gaming",5,1,4,28.5,43,79,0.54,0.86,-1.55,"-13.5%",33.7,-13.7,-1379,"60%","0%","20%",1.8,"60%","55%","20%","28%",,"20%","33%","48.3%","42.2%",3.03,1.35,1.26
"LCP 2025 Season Kickoff","2025-01-24","GAM Esports",5,2,3,34.5,65,72,0.9,0.8,-0.42,"3.6%",45.6,-5.6,-574,"60%","80%","40%",3.6,"60%","41%","100%","52%","0%","80%","57%","50.5%","52.7%",3.58,1.41,1.48
"LCP 2025 Season Kickoff","2025-01-24","MGN Vikings Esports",5,3,2,37.8,77,62,1.24,0.74,0.41,"1.9%",51.1,8.9,558,"40%","40%","40%",4.8,"20%","53%","20%","50%","100%","20%","57%","50.0%","51.0%",3.92,1.36,1.78
"LCP 2025 Season Kickoff","2025-01-24","TALON",4,4,0,30.2,65,30,2.17,0.79,0.59,"6.8%",58.2,41.8,420,"75%","75%","75%",3.8,"75%","54%","50%","53%","100%","50%","60%","51.4%","50.0%",3.47,1.33,1.46
"LCP 2025 Season Kickoff","2025-01-24","Team Secret Whales",4,2,2,33.3,72,55,1.31,0.95,1.91,"3.4%",73.4,-23.4,1683,"75%","75%","75%",5.5,"75%","63%","50%","73%","0%","50%","57%","50.2%","51.6%",3.46,1.54,1.35
"LCP 2025 Season Kickoff","2025-01-25","Chiefs Esports Club",5,1,4,30.5,42,93,0.45,0.89,-1.93,"-12.4%",27.7,-7.7,-1489,"40%","20%","0%",3.2,"20%","50%","40%","43%",,"20%","33%","48.5%","47.8%",3.09,1.15,1.19
"LCP 2025 Season Kickoff","2025-01-25","CTBC Flying Oyster",7,5,2,31.5,94,72,1.31,0.75,1.07,"5.5%",65.9,5.5,1239,"57%","86%","100%",6.1,"71%","52%","57%","57%",,"14%","25%","51.0%","52.8%",3.42,1.29,1.47
"LCP 2025 Season Kickoff","2025-01-25","DetonatioN FocusMe",5,2,3,32.9,83,84,0.99,1.01,-0.21,"4.3%",47,-7,-193,"20%","40%","60%",4.4,"40%","37%","60%","39%",,"60%","50%","50.2%","51.0%",2.83,1.32,1.43
"LCP 2025 Season Kickoff","2025-01-25","Fukuoka SoftBank HAWKS gaming",7,1,6,29,60,120,0.5,0.89,-2.01,"-14.7%",27.7,-13.4,-1749,"57%","0%","14%",1.7,"43%","56%","14%","20%",,"14%","20%","48.0%","41.2%",3.1,1.38,1.26
"LCP 2025 Season Kickoff","2025-01-25","GAM Esports",7,3,4,33.4,88,90,0.98,0.76,-0.4,"2.8%",44.9,-2.1,-652,"43%","57%","29%",3.3,"43%","41%","86%","56%","0%","71%","63%","50.2%","52.1%",3.51,1.38,1.53
"LCP 2025 Season Kickoff","2025-01-25","MGN Vikings Esports",7,5,2,35.6,118,79,1.49,0.79,1.06,"6.4%",61.4,10,1162,"43%","57%","57%",5.1,"43%","50%","43%","61%","100%","43%","67%","50.8%","53.9%",3.87,1.43,1.78
"LCP 2025 Season Kickoff","2025-01-25","TALON",4,4,0,30.2,65,30,2.17,0.79,0.59,"6.8%",58.2,41.8,420,"75%","75%","75%",3.8,"75%","54%","50%","53%","100%","50%","60%","51.4%","50.0%",3.47,1.33,1.46
"LCP 2025 Season Kickoff","2025-01-25","Team Secret Whales",4,2,2,33.3,72,55,1.31,0.95,1.91,"3.4%",73.4,-23.4,1683,"75%","75%","75%",5.5,"75%","63%","50%","73%","0%","50%","57%","50.2%","51.6%",3.46,1.54,1.35
"LCP 2025 Season Kickoff","2025-01-26","Chiefs Esports Club",7,1,6,32.7,73,130,0.56,0.89,-1.44,"-8.1%",30.7,-16.4,-1272,"29%","29%","29%",4.9,"29%","50%","43%","41%",,"43%","56%","48.4%","47.3%",3.24,1.2,1.29
"LCP 2025 Season Kickoff","2025-01-26","CTBC Flying Oyster",7,5,2,31.5,94,72,1.31,0.75,1.07,"5.5%",65.9,5.5,1239,"57%","86%","100%",6.1,"71%","52%","57%","57%",,"14%","25%","51.0%","52.8%",3.42,1.29,1.47
"LCP 2025 Season Kickoff","2025-01-26","DetonatioN FocusMe",7,2,5,32.5,104,117,0.89,0.97,-0.09,"1.1%",56.8,-28.3,363,"29%","29%","57%",4.3,"57%","38%","71%","42%",,"43%","40%","49.8%","51.4%",2.96,1.38,1.5
"LCP 2025 Season Kickoff","2025-01-26","Fukuoka SoftBank HAWKS gaming",7,1,6,29,60,120,0.5,0.89,-2.01,"-14.7%",27.7,-13.4,-1749,"57%","0%","14%",1.7,"43%","56%","14%","20%",,"14%","20%","48.0%","41.2%",3.1,1.38,1.26
"LCP 2025 Season Kickoff","2025-01-26","GAM Esports",7,3,4,33.4,88,90,0.98,0.76,-0.4,"2.8%",44.9,-2.1,-652,"43%","57%","29%",3.3,"43%","41%","86%","56%","0%","71%","63%","50.2%","52.1%",3.51,1.38,1.53
"LCP 2025 Season Kickoff","2025-01-26","MGN Vikings Esports",7,5,2,35.6,118,79,1.49,0.79,1.06,"6.4%",61.4,10,1162,"43%","57%","57%",5.1,"43%","50%","43%","61%","100%","43%","67%","50.8%","53.9%",3.87,1.43,1.78
"LCP 2025 Season Kickoff","2025-01-26","TALON",6,6,0,30.6,98,51,1.92,0.81,0.31,"6.8%",45,55,-304,"67%","83%","67%",3.7,"50%","56%","33%","52%","100%","67%","71%","51.4%","49.2%",3.51,1.38,1.41
"LCP 2025 Season Kickoff","2025-01-26","Team Secret Whales",6,4,2,35,109,86,1.27,0.93,1.38,"1.4%",69.5,-2.8,1365,"83%","67%","50%",5.5,"67%","58%","50%","69%","0%","33%","40%","50.8%","52.3%",3.42,1.47,1.44
"LCP 2025 Season Kickoff","2025-02-06","Chiefs Esports Club",7,1,6,32.7,73,130,0.56,0.89,-1.44,"-8.1%",30.7,-16.4,-1272,"29%","29%","29%",4.9,"29%","50%","43%","41%",,"43%","56%","48.4%","47.3%",3.24,1.2,1.29
"LCP 2025 Season Kickoff","2025-02-06","CTBC Flying Oyster",9,7,2,30.9,132,84,1.57,0.77,1.38,"8.7%",63.8,13.9,1232,"56%","89%","100%",6,"78%","59%","44%","58%",,"22%","40%","50.9%","53.4%",3.35,1.27,1.41
"LCP 2025 Season Kickoff","2025-02-06","DetonatioN FocusMe",9,2,7,31.6,116,155,0.75,0.95,-0.59,"-3.6%",53.8,-31.6,14,"33%","22%","44%",4,"44%","33%","78%","41%",,"33%","36%","49.7%","49.8%",2.94,1.33,1.49
"LCP 2025 Season Kickoff","2025-02-06","Fukuoka SoftBank HAWKS gaming",7,1,6,29,60,120,0.5,0.89,-2.01,"-14.7%",27.7,-13.4,-1749,"57%","0%","14%",1.7,"43%","56%","14%","20%",,"14%","20%","48.0%","41.2%",3.1,1.38,1.26
"LCP 2025 Season Kickoff","2025-02-06","GAM Esports",7,3,4,33.4,88,90,0.98,0.76,-0.4,"2.8%",44.9,-2.1,-652,"43%","57%","29%",3.3,"43%","41%","86%","56%","0%","71%","63%","50.2%","52.1%",3.51,1.38,1.53
"LCP 2025 Season Kickoff","2025-02-06","MGN Vikings Esports",9,7,2,34.7,155,92,1.68,0.79,1.18,"9.4%",66,11.8,1233,"44%","56%","56%",4.6,"44%","48%","56%","66%","100%","44%","73%","51.1%","53.7%",3.9,1.43,1.81
"LCP 2025 Season Kickoff","2025-02-06","TALON",6,6,0,30.6,98,51,1.92,0.81,0.31,"6.8%",45,55,-304,"67%","83%","67%",3.7,"50%","56%","33%","52%","100%","67%","71%","51.4%","49.2%",3.51,1.38,1.41
"LCP 2025 Season Kickoff","2025-02-06","Team Secret Whales",8,4,4,34.1,121,123,0.98,0.9,0.69,"-4.0%",56.7,-6.7,652,"75%","63%","50%",4.6,"63%","58%","38%","56%","0%","25%","33%","50.1%","51.1%",3.4,1.47,1.5
"LCP 2025 Season Kickoff","2025-02-07","Chiefs Esports Club",9,1,8,31.7,83,169,0.49,0.88,-1.7,"-10.1%",27.6,-16.5,-1858,"33%","22%","22%",4,"22%","50%","33%","33%",,"33%","50%","48.4%","46.7%",3.11,1.12,1.28
"LCP 2025 Season Kickoff","2025-02-07","CTBC Flying Oyster",9,7,2,30.9,132,84,1.57,0.77,1.38,"8.7%",63.8,13.9,1232,"56%","89%","100%",6,"78%","59%","44%","58%",,"22%","40%","50.9%","53.4%",3.35,1.27,1.41
"LCP 2025 Season Kickoff","2025-02-07","DetonatioN FocusMe",9,2,7,31.6,116,155,0.75,0.95,-0.59,"-3.6%",53.8,-31.6,14,"33%","22%","44%",4,"44%","33%","78%","41%",,"33%","36%","49.7%","49.8%",2.94,1.33,1.49
"LCP 2025 Season Kickoff","2025-02-07","Fukuoka SoftBank HAWKS gaming",9,1,8,28.4,77,163,0.47,0.94,-1.98,"-13.7%",27.3,-16.2,-1840,"56%","0%","11%",2.3,"44%","45%","33%","27%",,"11%","20%","48.3%","41.5%",3.05,1.37,1.2
"LCP 2025 Season Kickoff","2025-02-07","GAM Esports",9,5,4,32.2,127,100,1.27,0.78,0.22,"5.9%",53.5,2.1,361,"44%","67%","44%",3.6,"56%","43%","89%","65%","0%","67%","67%","50.5%","52.9%",3.48,1.36,1.4
"LCP 2025 Season Kickoff","2025-02-07","MGN Vikings Esports",9,7,2,34.7,155,92,1.68,0.79,1.18,"9.4%",66,11.8,1233,"44%","56%","56%",4.6,"44%","48%","56%","66%","100%","44%","73%","51.1%","53.7%",3.9,1.43,1.81
"LCP 2025 Season Kickoff","2025-02-07","TALON",8,8,0,29.6,141,68,2.07,0.88,0.67,"7.7%",52.3,47.7,312,"63%","88%","75%",4.5,"50%","65%","25%","50%","100%","50%","71%","51.2%","51.2%",3.38,1.29,1.39
"LCP 2025 Season Kickoff","2025-02-07","Team Secret Whales",8,4,4,34.1,121,123,0.98,0.9,0.69,"-4.0%",56.7,-6.7,652,"75%","63%","50%",4.6,"63%","58%","38%","56%","0%","25%","33%","50.1%","51.1%",3.4,1.47,1.5
"LCP 2025 Season Kickoff","2025-02-08","Chiefs Esports Club",9,1,8,31.7,83,169,0.49,0.88,-1.7,"-10.1%",27.6,-16.5,-1858,"33%","22%","22%",4,"22%","50%","33%","33%",,"33%","50%","48.4%","46.7%",3.11,1.12,1.28
"LCP 2025 Season Kickoff","2025-02-08","CTBC Flying Oyster",12,8,4,32.3,167,126,1.33,0.75,1,"8.4%",59.8,6.8,1108,"42%","75%","92%",5.8,"67%","54%","33%","52%",,"33%","63%","50.6%","52.7%",3.41,1.33,1.51
"LCP 2025 Season Kickoff","2025-02-08","DetonatioN FocusMe",12,3,9,31.9,155,206,0.75,0.94,-0.88,"-5.3%",49.6,-24.6,-207,"33%","17%","33%",3.3,"33%","35%","75%","40%",,"33%","36%","49.4%","48.9%",3,1.31,1.47
"LCP 2025 Season Kickoff","2025-02-08","Fukuoka SoftBank HAWKS gaming",9,1,8,28.4,77,163,0.47,0.94,-1.98,"-13.7%",27.3,-16.2,-1840,"56%","0%","11%",2.3,"44%","45%","33%","27%",,"11%","20%","48.3%","41.5%",3.05,1.37,1.2
"LCP 2025 Season Kickoff","2025-02-08","GAM Esports",9,5,4,32.2,127,100,1.27,0.78,0.22,"5.9%",53.5,2.1,361,"44%","67%","44%",3.6,"56%","43%","89%","65%","0%","67%","67%","50.5%","52.9%",3.48,1.36,1.4
"LCP 2025 Season Kickoff","2025-02-08","MGN Vikings Esports",12,9,3,34.2,206,131,1.57,0.82,1.31,"9.6%",65.3,9.7,1142,"50%","67%","67%",4.3,"58%","51%","50%","65%","100%","50%","71%","51.1%","53.8%",3.8,1.4,1.74
"LCP 2025 Season Kickoff","2025-02-08","TALON",8,8,0,29.6,141,68,2.07,0.88,0.67,"7.7%",52.3,47.7,312,"63%","88%","75%",4.5,"50%","65%","25%","50%","100%","50%","71%","51.2%","51.2%",3.38,1.29,1.39
"LCP 2025 Season Kickoff","2025-02-08","Team Secret Whales",11,6,5,34.7,163,158,1.03,0.84,0.48,"-4.9%",55.5,-0.9,274,"82%","64%","45%",4,"64%","59%","55%","58%","0%","18%","27%","50.1%","50.6%",3.47,1.46,1.56
"LCP 2025 Season Kickoff","2025-02-09","Chiefs Esports Club",11,1,10,31.7,99,216,0.46,0.9,-1.55,"-9.5%",30.3,-21.2,-1527,"36%","27%","18%",3.9,"27%","48%","36%","31%",,"27%","42%","48.7%","47.4%",3.11,1.19,1.3
"LCP 2025 Season Kickoff","2025-02-09","CTBC Flying Oyster",12,8,4,32.3,167,126,1.33,0.75,1,"8.4%",59.8,6.8,1108,"42%","75%","92%",5.8,"67%","54%","33%","52%",,"33%","63%","50.6%","52.7%",3.41,1.33,1.51
"LCP 2025 Season Kickoff","2025-02-09","DetonatioN FocusMe",12,3,9,31.9,155,206,0.75,0.94,-0.88,"-5.3%",49.6,-24.6,-207,"33%","17%","33%",3.3,"33%","35%","75%","40%",,"33%","36%","49.4%","48.9%",3,1.31,1.47
"LCP 2025 Season Kickoff","2025-02-09","Fukuoka SoftBank HAWKS gaming",11,3,8,29,124,179,0.69,0.95,-1.43,"-10.0%",32.8,-5.6,-1498,"55%","9%","27%",2.5,"45%","48%","36%","38%",,"27%","43%","48.6%","43.0%",3.09,1.36,1.22
"LCP 2025 Season Kickoff","2025-02-09","GAM Esports",12,6,6,31.8,163,146,1.12,0.81,-0.12,"3.3%",47.9,2.1,-163,"42%","50%","42%",3.5,"50%","37%","83%","61%","0%","58%","64%","50.4%","52.3%",3.44,1.33,1.4
"LCP 2025 Season Kickoff","2025-02-09","MGN Vikings Esports",12,9,3,34.2,206,131,1.57,0.82,1.31,"9.6%",65.3,9.7,1142,"50%","67%","67%",4.3,"58%","51%","50%","65%","100%","50%","71%","51.1%","53.8%",3.8,1.4,1.74
"LCP 2025 Season Kickoff","2025-02-09","TALON",11,10,1,29.8,187,104,1.8,0.89,0.82,"6.8%",56.8,34.1,701,"64%","91%","73%",4.7,"55%","70%","27%","51%","100%","45%","67%","50.9%","50.7%",3.38,1.31,1.4
"LCP 2025 Season Kickoff","2025-02-09","Team Secret Whales",11,6,5,34.7,163,158,1.03,0.84,0.48,"-4.9%",55.5,-0.9,274,"82%","64%","45%",4,"64%","59%","55%","58%","0%","18%","27%","50.1%","50.6%",3.47,1.46,1.56
"LCP 2025 Season Kickoff","2025-02-13","Chiefs Esports Club",11,1,10,31.7,99,216,0.46,0.9,-1.55,"-9.5%",30.3,-21.2,-1527,"36%","27%","18%",3.9,"27%","48%","36%","31%",,"27%","42%","48.7%","47.4%",3.11,1.19,1.3
"LCP 2025 Season Kickoff","2025-02-13","CTBC Flying Oyster",12,8,4,32.3,167,126,1.33,0.75,1,"8.4%",59.8,6.8,1108,"42%","75%","92%",5.8,"67%","54%","33%","52%",,"33%","63%","50.6%","52.7%",3.41,1.33,1.51
"LCP 2025 Season Kickoff","2025-02-13","DetonatioN FocusMe",14,3,11,32.3,180,240,0.75,0.93,-0.8,"-4.8%",47.5,-26.1,-262,"36%","14%","29%",3.7,"36%","38%","64%","35%","100%","36%","38%","49.5%","48.3%",2.99,1.31,1.51
"LCP 2025 Season Kickoff","2025-02-13","Fukuoka SoftBank HAWKS gaming",13,3,10,30.5,153,217,0.71,0.93,-1.09,"-9.5%",36.8,-13.7,-1051,"62%","15%","31%",3.2,"54%","51%","31%","40%",,"31%","40%","48.6%","42.6%",3.09,1.36,1.27
